Chemical use
Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
"2013","593","Polyson Polyethylene Products 1986 Ltd","Plastics Bag Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","","8","","8","","","",""
"2013","593","Polyson Polyethylene Products 1986 Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","10740","23","32586","16797","","","",""
"2013","24055","Polytainers Inc","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","1379","","1379","","","",""
"2013","24055","Polytainers Inc","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","650","","650","","","",""
"2013","114","Polytarp Products","Plastic Film and Sheet Manufacturing","15","Lead and its compounds","","118","","","118","","","",""
"2013","114","Polytarp Products","Plastic Film and Sheet Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","","660","","660","","","",""
"2013","114","Polytarp Products","Plastic Film and Sheet Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","12243","","","12243","","","",""
"2013","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","1","Acetaldehyde","75-07-0","","117","","117","","","",""
"2013","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","14","Formaldehyde","50-00-0","","2081","","2081","","","",""
"2013","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","23","Nitrogen Oxides (NOx)","11104-93-1","","218289","","218289","","","",""
"2013","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","24","Particulate Matter 2.5 (PM2.5)","","","5604","","5604","","","",""
"2013","508","Portlands Energy Centre","Fossil-Fuel Electric Power Generation","25","Volatile Organic Compounds (VOCs) Total","","","6265","","6265","","","",""
"2013","23468","Precision Electronics Corporation","Measuring, Medical & Controlling Devices Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","1060","0","0","800","0","0","0","0"
"2013","23468","Precision Electronics Corporation","Measuring, Medical & Controlling Devices Mfg.","25","Volatile Organic Compounds (VOCs) Total","","110","0","0","70","0","0","0","0"
"2013","396","Precisioneering Ltd","Laminated Plastic Plate, Sheet & Shape Mfg.","25","Volatile Organic Compounds (VOCs) Total","","67437","","","10116","","","",""
"2013","22861","Premium Auto Collision Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","977","977","","","",""
"2013","415","Primo Foods Inc","Dry Pasta Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","2005","0","2005","0","0","0","0"
"2013","415","Primo Foods Inc","Dry Pasta Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","2399","0","2399","0","0","0","0"
"2013","415","Primo Foods Inc","Dry Pasta Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","110","220","330","0","0","0","0"
"2013","23159","Print Preview Ltd","Quick Printing","25","Volatile Organic Compounds (VOCs) Total","","564","","","564","","","",""
"2013","23476","Printer Gateway","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","2289","567","","","",""
"2013","22095","Prochilo Bros Auto Collision North York","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","786","744","","","",""
"2013","24551","Proden Ontario","All Other Converted Paper Product Mfg.","14","Formaldehyde","50-00-0","3","","","1","","","",""
"2013","24300","Production Paint Stripping Limited","Coating, Engraving & Heat Treating Activities","23","Nitrogen Oxides (NOx)","11104-93-1","","933","","933","","","",""
"2013","24300","Production Paint Stripping Limited","Coating, Engraving & Heat Treating Activities","25","Volatile Organic Compounds (VOCs) Total","","4829","51","","4880","","","",""
"2013","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","9","Chromium, Non-Hexavalent and its compounds","","111828","","","6","","","",""
"2013","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","16","Manganese and its compounds","","167872","","","6","","","",""
"2013","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","18","Nickel and its compounds","","89031","","","0","","","",""
"2013","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1715","","1715","","","",""
"2013","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","130","","130","","","",""
"2013","348","Profile Industries Limited","Office Furniture (except Wood) Mfg.","25","Volatile Organic Compounds (VOCs) Total","","1554","94","","335","","","",""
"2013","23044","Progress Steel Fabricating And Welding Co Ltd","All Other Misc. Fabricated Metal Product Mfg.","16","Manganese and its compounds","","35","","0","1","","","",""
"2013","23044","Progress Steel Fabricating And Welding Co Ltd","All Other Misc. Fabricated Metal Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","20","0","0","20","","","",""
"2013","24093","Progressive Anodizers Inc","All Other Misc. Fabricated Metal Product Mfg.","18","Nickel and its compounds","","392","","","0","","","",""
"2013","24093","Progressive Anodizers Inc","All Other Misc. Fabricated Metal Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","918","","918","","","",""
"2013","23288","Promotional Alliance Group","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","7952","1567","","","",""
"2013","598","Protech Chemicals Ltd","Paint & Coating Mfg.","9","Chromium, Non-Hexavalent and its compounds","","147","","","","","","",""
"2013","598","Protech Chemicals Ltd","Paint & Coating Mfg.","18","Nickel and its compounds","","98","","","","","","",""
"2013","487","Protectolite Inc","Glass Product Mfg. from Purchased Glass","25","Volatile Organic Compounds (VOCs) Total","","2957","3","0","2960","","","",""
"2013","22779","Proud Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","121","81","","","",""
"2013","24264","Pure Metal Galvanizing ULC","Coating, Engraving & Heat Treating Activities","23","Nitrogen Oxides (NOx)","11104-93-1","","1125","","1125","","","",""
"2013","24264","Pure Metal Galvanizing ULC","Coating, Engraving & Heat Treating Activities","24","Particulate Matter 2.5 (PM2.5)","","","36","","36","","","",""
"2013","23202","Quality Custom Shutter","All Other Misc. Wood Product Mfg.","14","Formaldehyde","50-00-0","1","","","0","","","",""
"2013","24983","Quality Discount Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","183","2","","","",""
"2013","23565","Quebecor Media Printing","Commercial Screen Printing","23","Nitrogen Oxides (NOx)","11104-93-1","","1613","","1613","","","",""
"2013","23565","Quebecor Media Printing","Commercial Screen Printing","24","Particulate Matter 2.5 (PM2.5)","","","88","","88","","","",""
"2013","23565","Quebecor Media Printing","Commercial Screen Printing","25","Volatile Organic Compounds (VOCs) Total","","37789","68","","15194","","","",""
"2013","22263","Queen's Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","98","0","","","",""
"2013","364","Queen's Park Steam Plant","Steam & Air-Conditioning Supply","23","Nitrogen Oxides (NOx)","11104-93-1","","584","","584","","","",""
"2013","23287","Quick Clean Coin Laundry","Coin-Operated Laundries & Dry Cleaners","25","Volatile Organic Compounds (VOCs) Total","","","","805","8","","","",""
"2013","25066","Quick Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","195","100","1","","","",""
"2013","25097","R&S Door Maker LTD","All Other Misc. Wood Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","361","","361","","","",""
"2013","285","RPM Canada Company Tremco Canada Division","Paint & Coating Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","3600","","3600","","","",""
"2013","285","RPM Canada Company Tremco Canada Division","Paint & Coating Mfg.","24","Particulate Matter 2.5 (PM2.5)","","1078","5934","","7012","","","",""
"2013","285","RPM Canada Company Tremco Canada Division","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","884253","2294","302805","8701","","","",""
"2013","266","RR Donnelley MIL","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","","224","","224","","","",""
"2013","266","RR Donnelley MIL","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","39757","16036","","","",""
"2013","23899","RS Auto Collision Service Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","8","1","","","",""
"2013","23192","Radison Manufacturing Company Ltd","Machine Shops","25","Volatile Organic Compounds (VOCs) Total","","1136","","","1136","","","",""
"2013","23926","Ram Iron And Metal Inc","Recyclable Metal Whl.","16","Manganese and its compounds","","13","","","1","","","",""
"2013","586","Ready Bake Foods Inc North York","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1470","0","1470","0","0","0","0"
"2013","586","Ready Bake Foods Inc North York","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","112","0","112","0","0","0","0"
"2013","586","Ready Bake Foods Inc North York","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","2988","0","2988","0","0","0","0"
"2013","499","Redpath Sugar Ltd","Sugar Mfg.","1","Acetaldehyde","75-07-0","0","176","0","176","0","0","0","0"
"2013","499","Redpath Sugar Ltd","Sugar Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","71492","0","71492","0","0","0","0"
"2013","499","Redpath Sugar Ltd","Sugar Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","5353","0","5353","0","0","0","0"
"2013","499","Redpath Sugar Ltd","Sugar Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","3289","21558","24847","0","0","0","0"
"2013","22811","Regency Plastics Co Ltd","Plastics Bag Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","229","","","229","","","",""
"2013","22811","Regency Plastics Co Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","81","","","81","","","",""
"2013","22267","Regency Plastics co Ltd","Plastics Bag Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","119","","","119","","","",""
"2013","22267","Regency Plastics co Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","6182","","","1563","","","",""
"2013","23351","Rexdale Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","489","200","","","",""
"2013","25370","Richview Custom Cabinetry","Other Millwork","25","Volatile Organic Compounds (VOCs) Total","","","","813","813","","","",""
"2013","23297","Riverside Cemetery And Cremation Centre","Cemeteries & Crematoria","17","Mercury and its compounds","","3","0","0","3","0","0","0","0"
"2013","23297","Riverside Cemetery And Cremation Centre","Cemeteries & Crematoria","24","Particulate Matter 2.5 (PM2.5)","","0","67","0","67","0","0","0","0"
"2013","377","Robert McCausland Limited","Glass Product Mfg. from Purchased Glass","15","Lead and its compounds","","95","0","0","0","0","0","0","0"
"2013","236","Rock Technologies","Machine Shops","18","Nickel and its compounds","","25","","","0","","","",""
"2013","23196","Rogers Road Autobody Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","25","20","","","",""
"2013","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","14","Formaldehyde","50-00-0","2202","","","2","","","",""
"2013","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","791","","791","","","",""
"2013","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","47","","47","","","",""
"2013","495","Rohm And Haas Canada LP","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","","8107","","","",""
"2013","568","Rosedale Kitchens Inc","Other Millwork","24","Particulate Matter 2.5 (PM2.5)","","","14","","","","","",""
"2013","568","Rosedale Kitchens Inc","Other Millwork","25","Volatile Organic Compounds (VOCs) Total","","1228","","","1228","","","",""
"2013","388","Royal Adhesive and Sealant Canada Ltd.","Adhesive Mfg.","17","Mercury and its compounds","","","","525","1","","","",""
"2013","388","Royal Adhesive and Sealant Canada Ltd.","Adhesive Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","220","","213","","","",""
"2013","388","Royal Adhesive and Sealant Canada Ltd.","Adhesive Mfg.","25","Volatile Organic Compounds (VOCs) Total","","21697","","","2017","","","",""
"2013","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","9","Chromium, Non-Hexavalent and its compounds","","12637","","","","","","",""
"2013","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","16","Manganese and its compounds","","1153","","","","","","",""
"2013","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","18","Nickel and its compounds","","5527","","","","","","",""
"2013","24276","Royal Laser Tech Corporation","All Other Misc. Fabricated Metal Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","2628","","2628","","","",""
"2013","22757","Ryding Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","1607","1302","","","",""
"2013","24969","S P Flex Circuit Ltd","Computer & Peripheral Equipment Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","540","270","0","0","",""
"2013","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","15","Lead and its compounds","","11324","0","0","4","0","0","0","0"
"2013","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","16","Manganese and its compounds","","662","0","0","1","0","0","0","0"
"2013","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","18","Nickel and its compounds","","463","0","0","0","0","0","0","0"
"2013","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","93","0","93","0","0","0","0"
"2013","24640","SA Armstrong Ltd","Pump & Compressor Mfg.","25","Volatile Organic Compounds (VOCs) Total","","2558","1","0","2559","0","0","0","0"
"2013","407","SAE Power Company","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","150","","","0","","","",""
"2013","24141","SAN Steel Fabricating Ltd","Stamping","16","Manganese and its compounds","","416","","","0","","","",""
"2013","25058","ST LAWRENCE CLEANERS","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","150","100","","","",""
"2013","25125","STIM Canada Inc","Semiconductor & Electronic Component Mfg.","15","Lead and its compounds","","262","","","0","0","0","",""
"2013","25125","STIM Canada Inc","Semiconductor & Electronic Component Mfg.","25","Volatile Organic Compounds (VOCs) Total","","142","","","142","","","",""
"2013","24258","Saand Inc","Glass Product Mfg. from Purchased Glass","16","Manganese and its compounds","","413","","","0","","","",""
"2013","223","Salflex Polymers","Custom Compounding of Purchased Resins","24","Particulate Matter 2.5 (PM2.5)","","359690","92","","92","","","",""
"2013","223","Salflex Polymers","Custom Compounding of Purchased Resins","25","Volatile Organic Compounds (VOCs) Total","","","1097","","1097","","","",""
"2013","527","Sanofi Pasteur","Pharmaceutical & Medicine Mfg.","14","Formaldehyde","50-00-0","5427","254","","308","","","",""
"2013","527","Sanofi Pasteur","Pharmaceutical & Medicine Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","53532","","53532","","","",""
"2013","527","Sanofi Pasteur","Pharmaceutical & Medicine Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","430","","430","","","",""
"2013","527","Sanofi Pasteur","Pharmaceutical & Medicine Mfg.","25","Volatile Organic Compounds (VOCs) Total","","11791","1011","","5031","","","",""
"2013","24188","Sapa Canada Inc Casthouse","Non-Ferrous Foundries (except Die-Casting)","9","Chromium, Non-Hexavalent and its compounds","","6453","","","7","","","",""
"2013","24188","Sapa Canada Inc Casthouse","Non-Ferrous Foundries (except Die-Casting)","16","Manganese and its compounds","","25042","","","8","","","",""
"2013","24188","Sapa Canada Inc Casthouse","Non-Ferrous Foundries (except Die-Casting)","17","Mercury and its compounds","","","2","","2","","","",""
"2013","24188","Sapa Canada Inc Casthouse","Non-Ferrous Foundries (except Die-Casting)","23","Nitrogen Oxides (NOx)","11104-93-1","","13185","","13185","","","",""
"2013","24188","Sapa Canada Inc Casthouse","Non-Ferrous Foundries (except Die-Casting)","24","Particulate Matter 2.5 (PM2.5)","","","7069","","7069","","","",""
"2013","24188","Sapa Canada Inc Casthouse","Non-Ferrous Foundries (except Die-Casting)","25","Volatile Organic Compounds (VOCs) Total","","","725","","725","","","",""
"2013","241","Satin Finish Hardwood Flooring","Other Millwork","24","Particulate Matter 2.5 (PM2.5)","","","837","","","","","",""
"2013","605","Satin Finish Hardwood Flooring","Other Millwork","24","Particulate Matter 2.5 (PM2.5)","","","1110","","","","","",""
"2013","605","Satin Finish Hardwood Flooring","Other Millwork","25","Volatile Organic Compounds (VOCs) Total","","12119","","","","","","",""
"2013","24646","Scarboro Steel Works Inc","Structural Steel & Precast Concrete Erection","9","Chromium, Non-Hexavalent and its compounds","","101","","","101","","","",""
"2013","24646","Scarboro Steel Works Inc","Structural Steel & Precast Concrete Erection","16","Manganese and its compounds","","68","","23","24","","","",""
"2013","24646","Scarboro Steel Works Inc","Structural Steel & Precast Concrete Erection","18","Nickel and its compounds","","58","","","58","","","",""
"2013","24646","Scarboro Steel Works Inc","Structural Steel & Precast Concrete Erection","23","Nitrogen Oxides (NOx)","11104-93-1","","151","","151","","","",""
"2013","24646","Scarboro Steel Works Inc","Structural Steel & Precast Concrete Erection","24","Particulate Matter 2.5 (PM2.5)","","","18","","18","","","",""
"2013","23362","Scarborough Toyota","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","903","327","","","",""
"2013","23502","Scepter Corporation","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","585","","585","","","",""
"2013","23502","Scepter Corporation","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","276","","276","","","",""
"2013","23876","Security Mirror Industries Limited","Glass Product Mfg. from Purchased Glass","15","Lead and its compounds","","29","","","29","","","",""
"2013","23876","Security Mirror Industries Limited","Glass Product Mfg. from Purchased Glass","25","Volatile Organic Compounds (VOCs) Total","","131","","","131","","","",""
"2013","488","Select Food Products Ltd","Seasoning & Dressing Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","67","","67","","","",""
"2013","488","Select Food Products Ltd","Seasoning & Dressing Mfg.","25","Volatile Organic Compounds (VOCs) Total","","181605","9","","9090","","","",""
"2013","385","Selectone Paints Ltd","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","340877","","","5454","","","",""
"2013","22878","Senior Custom Upholstering And Furniture Limited","Upholstered Household Furniture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","530","","","530","","","",""
"2013","23188","Sharonelle","Toilet Preparation Mfg.","25","Volatile Organic Compounds (VOCs) Total","","864","0","0","864","","","",""
"2013","24085","ShawCor Ltd CRD","R&D in the Physical, Eng. & Life Sciences","23","Nitrogen Oxides (NOx)","11104-93-1","0","766","0","766","0","0","0","0"
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","8","Chromium, Hexavalent and its compounds","","31","","","","","","",""
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","9","Chromium, Non-Hexavalent and its compounds","","5342","","","","","","",""
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","15","Lead and its compounds","","738","","","","","","",""
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","16","Manganese and its compounds","","9166","","","","","","",""
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","18","Nickel and its compounds","","26255","","","","","","",""
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","155","","155","","","",""
"2013","24114","ShawCor Ltd Shawflex","Communication & Energy Wire & Cable Mfg.","25","Volatile Organic Compounds (VOCs) Total","","1750","30","1150","2929","","","",""
"2013","23135","Sher Plastic Blowmoulders Inc","Plastic Bottle Mfg.","21","Vinyl chloride","75-01-4","90650","0","0","0","0","0","0","0"
"2013","23118","Sherway Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","1827","13","","","",""
"2013","617","Sherwin Williams Canada","Paint & Coating Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","391693","","178","","","",""
"2013","617","Sherwin Williams Canada","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","19893","","","966","","","",""
"2013","256","Shorewood Packaging","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","0","248","0","248","0","0","0","0"
"2013","256","Shorewood Packaging","Other Printing","24","Particulate Matter 2.5 (PM2.5)","","0","19","0","19","0","0","0","0"
"2013","256","Shorewood Packaging","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","21552","14899","0","0","0","0"
"2013","25043","Signature Bakery Inc","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","388","","388","","","",""
"2013","22944","Siltech Corporation","Other Basic Organic Chemical Mfg.","17","Mercury and its compounds","","5","","","0","","","",""
"2013","22944","Siltech Corporation","Other Basic Organic Chemical Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","708","","708","","","",""
"2013","22944","Siltech Corporation","Other Basic Organic Chemical Mfg.","25","Volatile Organic Compounds (VOCs) Total","","273426","39","300000","126","","","",""
"2013","23029","Silva Custom Furniture Inc","Upholstered Household Furniture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","176","","176","","","",""
"2013","23029","Silva Custom Furniture Inc","Upholstered Household Furniture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","689","0","","34","","","",""
"2013","23792","Silverstein's Bakery Ltd","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","410","","410","","","",""
"2013","23792","Silverstein's Bakery Ltd","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","952","","952","","","",""
"2013","516","Sing Tao Newspapers Canada 1988 Limited","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","2030","967","","","",""
"2013","22810","Sketchley Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","2346","1145","","","",""
"2013","208","Sofina Foods Inc.  Santa Maria Foods","Rendering & Meat Processing from Carcasses","23","Nitrogen Oxides (NOx)","11104-93-1","","395","","395","","","",""
"2013","208","Sofina Foods Inc.  Santa Maria Foods","Rendering & Meat Processing from Carcasses","24","Particulate Matter 2.5 (PM2.5)","","","36","","36","","","",""
"2013","23972","Solarfective Products Limited","All Other Misc. Fabricated Metal Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","64","","64","","","",""
"2013","418","Solo Cup Canada Inc","Polystyrene Foam Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","241","","241","","","",""
"2013","418","Solo Cup Canada Inc","Polystyrene Foam Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","5","13825","13830","","","",""
"2013","25009","Somerset Kitchens Inc","Wood Window & Door Mfg.","25","Volatile Organic Compounds (VOCs) Total","","490","","100","590","","","",""
"2013","25091","Sonoma Nutraceuticals Inc","All Other Food Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","169","","169","","","",""
"2013","22174","Sparkle Discount Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","610","287","","","",""
"2013","504","Spec Furniture Inc","Institutional Furniture Mfg.","16","Manganese and its compounds","","55","0","0","0","0","0","0","0"
"2013","504","Spec Furniture Inc","Institutional Furniture Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","655","0","655","0","0","0","0"
"2013","504","Spec Furniture Inc","Institutional Furniture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","742","36","0","778","0","0","0","0"
"2013","22996","Speedy Cleaners And Laundry","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","458","154","","","",""
"2013","22919","St James' Cemetery And Crematorium","Cemeteries & Crematoria","17","Mercury and its compounds","","4","0","0","4","0","0","0","0"
"2013","23561","St John's Norway Cemetery Crematorium","Cemeteries & Crematoria","17","Mercury and its compounds","","1","","","1","","","",""
"2013","25132","St Lawrence Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","52","","52","","","",""
"2013","25132","St Lawrence Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","130","130","","","",""
"2013","23235","St Lawrence Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","55","44","","","",""
"2013","25357","Stainless Piping Systems Inc","All Other Misc. Fabricated Metal Product Mfg.","9","Chromium, Non-Hexavalent and its compounds","","10450","","","","","","",""
"2013","25357","Stainless Piping Systems Inc","All Other Misc. Fabricated Metal Product Mfg.","16","Manganese and its compounds","","804","","","","","","",""
"2013","25357","Stainless Piping Systems Inc","All Other Misc. Fabricated Metal Product Mfg.","18","Nickel and its compounds","","5976","","","","","","",""
"2013","305","StampTek","Stamping","9","Chromium, Non-Hexavalent and its compounds","","42785","","","25","","","",""
"2013","305","StampTek","Stamping","16","Manganese and its compounds","","57102","","","26","","","",""
"2013","305","StampTek","Stamping","18","Nickel and its compounds","","7131","","","25","","","",""
"2013","21992","Stanley Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","489","177","","","",""
"2013","23197","Star Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","312","218","","","",""
"2013","489","Star Web Printing Limited","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","0","655","0","655","0","0","0","0"
"2013","489","Star Web Printing Limited","Other Printing","24","Particulate Matter 2.5 (PM2.5)","","0","50","0","50","0","0","0","0"
"2013","489","Star Web Printing Limited","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","74507","36","11906","8412","0","0","0","0"
"2013","24982","Starplex Scientific Inc","Plastic Bottle Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","178","","178","","","",""
"2013","24982","Starplex Scientific Inc","Plastic Bottle Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","88","547","635","","","",""
"2013","382","Steam Whistle Brewing","Breweries","25","Volatile Organic Compounds (VOCs) Total","","0","62","49","111","0","0","0","0"
"2013","24348","Sterigenics","Packaging & Labelling Services","25","Volatile Organic Compounds (VOCs) Total","","","","50200","560","","","",""
"2013","25141","Steve's Castings Ltd","Non-Ferrous Foundries (except Die-Casting)","15","Lead and its compounds","","2735","","","20","","","",""
"2013","25141","Steve's Castings Ltd","Non-Ferrous Foundries (except Die-Casting)","16","Manganese and its compounds","","200","","","2","","","",""
"2013","25141","Steve's Castings Ltd","Non-Ferrous Foundries (except Die-Casting)","18","Nickel and its compounds","","537","","","4","","","",""
"2013","22599","Stork Dry Cleaners Inc","Coin-Operated Laundries & Dry Cleaners","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","449","235","","","",""
"2013","25137","Sturdell Industries Inc","Metal Service Centres","9","Chromium, Non-Hexavalent and its compounds","","79242","","","","","","",""
"2013","25137","Sturdell Industries Inc","Metal Service Centres","16","Manganese and its compounds","","25705","","","","","","",""
"2013","25137","Sturdell Industries Inc","Metal Service Centres","18","Nickel and its compounds","","15215","","","","","","",""
