Facilities List
ID,Name,Address,Unit No,Postal Code,Primary Contact Last Name,Primary Contact First Name,Phone,Phone Ext,Industry,Employees at Facility
"266","RR Donnelley MIL","180 Bond Ave","","M3B 3P3","Mohamed","Zachary","416-445-8800","","Other Printing","100"
"25318","RR Optical Laboratory Ldt","43450 Sheppard Ave E","","M1S 3R6","McGrath","Ed","416-291-8811","250","Medical Equipment & Supplies Mfg.","19"
"23899","RS Auto Collision Service Ltd","420 ORMONT DR","","M9L 1N9","Sekhon","Jaswinder","416-748-9300","","Automotive Body, Paint & Interior R&M","5"
"22728","RT Recycling Technology Inc","801 Flint Road ","1","M3J 2J6","Agzarian","George","416-650-1498","112","All Other Plastic Product Mfg.","70"
"24670","RWS Hoists Cranes Inc","110 Ironside Crescent","19","M1X 1M2","FAHMY","FADEL","416-291-2005","","Material Handling Equipment Mfg.","5"
"22250","RWorld Toronto Centre","40 Homewood Ave","1201","M4Y 2K2","Brenie","Brian","416-568-8581","","Office Supplies & Stationery Stores","1"
"204","Radical Design Ltd","2888 Bathurst Street","402","M6B 4H6","Arseneault","Allan","416-787-1350","","Holding Companies","2"
"23192","Radison Manufacturing Company Ltd","39 Crockford BLVD","","M1R 3B7","Arbutina","Vladimir","416-752-6620","112","Machine Shops","12"
"22172","Radtech Auto Repairs","321 Rexdale Blvd","4","M9W 1R8","Zupan","Leo","416-892-3609","","General Automotive Repair","2"
"24779","Rainbow Sign Manufacturing Inc","132 Rivalda Road","","M9M 2M8","Yankiver","Ron","416-665-9663","","All Other Whl.","7"
"24712","Rally Auto Repair","2401 St Clair Ave W","","M6N 1K9","Almeida","Nelson","416-769-1087","","General Automotive Repair","5"
"23926","Ram Iron And Metal Inc","60 Ashwarren Road","","M3J 1Z5","Racco","Peter","416-630-4545","","Recyclable Metal Whl.","45"
"22892","Ram Plastics Inc","80 Finchdene Square","","M1X 1C1","Subhash","Rajpal","416-264-8555","101","Motor Vehicle Plastic Parts Mfg.","80"
"436","Rapid Signs Corp","5310 Finch Ave East","14","M1S 5E8","Hemani","Nasir Hemani","416-754-8466","","Digital Printing","7"
"22057","Ravine Auto Repair Centre","301 Port Union Road","","M1C 2L3","Tucker","Robert","416-281-1334","","General Automotive Repair","5"
"23438","Rayans Motor Inc","5A Musgrave St","","M4E 2H3","Aburayyan","Marwan","416-686-8101","","Automotive Body, Paint & Interior R&M","2"
"24493","Rayfar Int'l Import Export","145 Claireport Cres","5","M9W 6R6","Ren","Xiangyu","413-213-1178","","Other Wholesale Agents & Brokers","2"
"25192","RePrint Copy Printing Ltd","388 Parliament Street","","M5A 2Z7","Graves","Gerald","416-923-3374","222","Head Offices","5"
"586","Ready Bake Foods Inc North York","675 Fenmar Drive","","M9L 1C8","Kraus","Walter","416-252-7323","2226","Commercial Bakeries & Frozen Product Mfg.","100"
"24544","Real Canadian Auto Glass Trim","219 Gerrard St E","","M5A 2E7","Ali","Dwight","415-515-1777","","Automotive Glass Replacement Shops","2"
"25254","Real Coin Laundry","1264 College St","A","M6H 1C2","Leonardo","Francelina","416-588-2215","","Coin-Operated Laundries & Dry Cleaners","1"
"479","Real Food For Real Kids","41 Dovercourt Rd","","M6J 3C2","Coyle","David","416-410-5437","111","All Other Food Mfg.","52"
"25185","Realform Technologies","1870 Albion Road","5","M9W 5T2","Marini","Paolo","416-367-3626","","Urethane & Miscellaneous Foam Product Mfg.","18"
"22223","Recovery Garment Centre","16 Heintzman St","","M6P 2J6","Petrunic","Igor","416-762-3327","","All Other Cut & Sew Clothing Mfg.","8"
"25364","Recycling Solutions Inc","123 Eastside Drive","2","M8Z 5S5","French","Trevor","416-398-1188","","Other Support Activities for Transportation","9"
"24883","Red Star Auto Diesel Service","2 Steinway Blvd","10","M9W 6J8","BANDALI","MADATALI","416-674-1089","","Other Automotive Mechanical & Electrical R&M","2"
"499","Redpath Sugar Ltd","95 Queen's Quay East","","M5E 1A3","Bucko","Anna","416-933-8353","38353","Sugar Mfg.","237"
"22808","Reg T Brown Ltd","650 Runnymede Rd","","M6S 3A2","Barratt","Jim","416-766-2431","","Other Printing","10"
"22811","Regency Plastics Co Ltd","354 Flint Road","","M3J 2K4","D'Ancona","Abraham","416-661-3000","","Plastics Bag Manufacturing","35"
"22267","Regency Plastics co Ltd","50 Brisbane Road","","M3J 2K2","D'Ancona","Abraham","416-661-3000","","Plastics Bag Manufacturing","60"
"23395","Regina Noodle Products Ltd","2300 Finch Ave West","","M9M 2Y3","Accettola","Sabrina","416-745-0988","","All Other Food Mfg.","11"
"24281","Relax Sofa Manufacturing Ltd","116 Milvan Drive","","M9L 1Z9","Sandhu","Gurchetan","416-743-0282","","Upholstered Household Furniture Mfg.","7"
"23122","Reliable Auto Service","222 Geary Avenue","","M6H 2C3","Tzaneteas","Theodoros","416-537-4541","","General Automotive Repair","1"
"23063","Remote Telemetry Systems Ltd","17 Haas Rd","","M9W 3A1","Lippa","Frank","416-741-2222","","Computer Systems Design & Related Services","9"
"23117","Ren's Auto Service Inc","448 Birchmount Rd","2","M1K 1M6","Lin","Yi Ren","416-686-8000","","General Automotive Repair","1"
"46","Repath Industries Inc","39 Drummond St","","M8V 1Y7","Peach","Jessica ","416-255-7128","","Showcase, Partition, Shelving & Locker Mfg.","36"
"22503","Reprodux Copy Centre","5050 Dundas St W","","M5C 1G3","Long","Kim","416-223-6272","","Digital Printing","4"
"24087","Residential Lighting Studio Company Limited","489 Dupont Street","","M6G 1Y6","DeBortoli","Anthony","416-537-3138","","All Other Misc. Store Retailers, n.e.c.","5"
"22736","Retention Marketing System Inc","82 Berkeley Street","","M5A 2W7","Alexander","Jeff","416-368-2660","","All Other Services Related to Advertising","5"
"22357","Revco Worldwide Inc","833 Middlefield Road","","M1V 3R5","Morello","Anne Marie","416-292-2990","","Machine Shops","18"
"23351","Rexdale Auto Collision","71 Brydon Dr","","M9W 4N3","Fraser","Kevin","416-745-5006","","Automotive Body, Paint & Interior R&M","6"
"25262","Rexdale Disposal","138 Toryork Drive","","M8Z 1A4","Crete","Ron","416-744-8114","124","Waste Collection","1"
"22769","Rexdale Transmission","21 Elrose Ave","2","M9M 2H5","Savin","MIlla","416-747-9119","","Other Automotive Mechanical & Electrical R&M","2"
"22917","Rexnord Canada Ltd Formerly Link Belt Power Transmission","81 Maybrook Drive","","M1V 3Z2","Reynolds","Cliff","416-297-6868","","Other Engine & Power Transmission Equip. Mfg.","35"
"25386","Reynolds Consumer Products","191 Evans Avenue","","M8Z 1J5","Irwin","Tim","416-503-6713","","Stamping","145"
"25020","Richard Sumner Technology Inc","29 Connell Crt","17","M8Z 5T7","Sumner","Richard","416-251-2523","","Transformer (except Electronic) Mfg.","3"
"22949","Richmond Gardens XRay","1570 Kipling Ave","B","M6A 2X7","Tripodi","Dr Anthony","416-247-5486","","Medical & Diagnostic Laboratories","5"
"25370","Richview Custom Cabinetry","67 Huxley Rd","","M9M 3B4","Falcone","Janey","416-747-8190","0","Other Millwork","4"
"135","Ridley Funeral Home","3080 Lake Shore Blvd W","","M8V 1K3","Jones","Brad","416-259-3705","","Funeral Homes","1"
"25368","Right Angle MEtal Fabricators Inc","210 Milner Ave","4","M1S 4M7","Garcia","Matias","416-321-1933","","Material Handling Equipment Mfg.","7"
"25273","Right Auto Service Centre","2025 Wilson Ave","","M9M 1A9","Rosati","Mario","416-742-3327","","General Automotive Repair","5"
"23297","Riverside Cemetery And Cremation Centre","1567 Royal York Rd","","M9P 3C4","Cochrane","Jeramy","416-231-1462","","Cemeteries & Crematoria","6"
"22733","Rizopia Food Products Inc","330 Middlefield Road","","M1S 5B1","Shih","Ivan","416-609-8820","","Fruit & Vegetable Canning, Pickling & Drying","45"
"387","RnR Staging Inc","10 Queen Elizabeth Blvd","3","M8Z 1L8","Graham","Roxane","416-253-1881","","Clothing Accessories & Other Clothing Mfg.","8"
"22732","Road Runner Auto Repair","6588 Finch Ave West","","M9V 3Z6","Ricciardi","Joe","416-746-3440","","General Automotive Repair","5"
"22686","Road Runner Auto Repair 2006 Inc","30 Brydon Drive","","M9W 4N2","Rego","Duarte","416-742-5414","","General Automotive Repair","6"
"22457","Roadside Tire Service","39A Winter Avenue","","M1K 4L9","Rolland","Diane","416-265-0850","","All Other Automotive R&M","3"
"25107","Roadsport Chrysler","2851 Eglinton Avenue East","","M1J 2E2","Vandenabeele","Wayne","416-264-5810","","Automotive Body, Paint & Interior R&M","3"
"23787","Roarockit Skateboard Company","131 Sunrise Avenue","Unit 4A","M4A 1B2","Jackson","Norah","416-422-5487","3","All Other Amusement & Recreation Industries","3"
"25292","Robert Allen Fabrics Canada Ltd","170 Bedford Rd","200","M5R 2K9","Jafry","Saima","905-826-7750","6002","All Other Whl.","4"
"25089","Robert Allen Fabrics Canada Ltd","200170 Bedford Rd 2nd Floor","","M5R 2K9","Jafry","Saima","905-826-7750","6002","Piece Goods, Notions & Other Dry Goods Whl.","4"
"23378","Robert Chabot Enterprises","143 Toryork Dr","","M9L 1X9","Wyver","Peter","416-741-4141","","General Automotive Repair","35"
"24930","Robert Custom Upholstery Ltd","1710 Midland Ave","4","M1P 3C7","Stilwell","Andrew","416-755-3121","","Upholstered Household Furniture Mfg.","13"
"377","Robert McCausland Limited","30 Chauncey Avenue","","M8Z 2Z4","Lam","Eileen","416-233-9530","","Glass Product Mfg. from Purchased Glass","5"
"23285","Robertson Litho","43 Goldthorne Avenue","201","M8Z 5S7","Robertson","Keith","416-259-5550","","Support Activities for Printing","2"
"24589","Robetech Institute Inc","150 Laird Drive","202","M4G 3V7","Moeller","Curt","416-466-6177","","Technical & Trade Schools","16"
"25195","Robetech Institute Inc Oa Anderson College Of Health Business And Technology","180 Bloor Street West","400","M5S 2V6","Tuazon","Ryan","416-466-6107","223","Technical & Trade Schools","27"
"25311","Robinson Autocare Ltd","1 Towns Rd","","M8Z 1A1","Robinson","Bill","416-259-2871","","General Automotive Repair","1"
"22835","Robiot Canada","72 Pynford Crescent","","M3A 1W8","Gao","Linda","416-386-0800","","Chemical (exc. Agr.) & Allied Product Whl.","2"
"25230","Roblat Precision Machining Company Limited","70 Deerhide Crescent","","M9M 2Y6","McLean","Robin","416-743-1966","","Machine Shops","9"
"236","Rock Technologies","106 Hymus Road","","M1L 2C9","Chan","Justin","416-755-7522","","Machine Shops","6"
"23196","Rogers Road Autobody Ltd","189 Rogers Road","","M6E 1P9","Tozzi","Claudio","416-651-9668","","Automotive Body, Paint & Interior R&M","1"
"495","Rohm And Haas Canada LP","2 Manse Road","","M1E 3T9","Esser","Wolfram","416-284-4711","","Paint & Coating Mfg.","72"
"24445","Roman Metal Fabricating Ltd","1155 BARMAC DR","1","M9L 1X4","Colucci","Michael","416-744-2155","","Other Ornamental & Architec. Metal Prod. Mfg.","29"
"24501","Room Inc","294 Eglinton Avenue West","","M4R 1B2","Iaquinta","Jenna","416-929-8599","","Furniture Stores","4"
"22652","Roomidea Decoration Inc","456 McNicoll Ave","","M2H 2E1","Dong","Cathy","416-499-7666","","All Other Household Furniture Mfg.","2"
"24252","RosarMorrison Funeral Home Chapel","467 Sherbourne Street","","M4X 1K5","Munroe","James","416-924-1408","","Funeral Homes","12"
"22224","Rosedale 1 Hour Cleaners","404 Summerhill Ave","","M4W 2E4","Lalji","Mo","416-271-7282","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","4"
"568","Rosedale Kitchens Inc","17 Jutland Rd","","M8Z 2G6","Pinarreta","Shawn","416-251-5111","","Other Millwork","4"
"301","Rossi Auto Truck Service","110 Tycos Dr","","M6B 1V9","Rossi","Giancarlo","416-783-3530","","General Automotive Repair","3"
"24229","RotoForm A Division Of Magna Powertrain Inc","175 Claireville Drive","","M9W 6K9","Pereira","Kathy","416-798-3880","2307","MV Transmission & Power Train Parts Mfg.","50"
"22147","Rotoform Division Of Magna Powertrain","175 Claireville Dr","","M9W 6K9","BattagliaCarnevale","Josie","416-798-3880","","MV Transmission & Power Train Parts Mfg.","250"
"388","Royal Adhesive and Sealant Canada Ltd.","266 Humberline Dr","","M9W 5X1","MacArthur","Jeri","416-679-5676","246","Adhesive Mfg.","73"
"23201","Royal Custom Cleaners","4994 Dundas St W","","M9A 1B8","Lee","Jong Hyeon","416-231-4400","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"23446","Royal Equipment Electric Motors LP","397 Humberline Dr","8","M9W 5T5","Gyori","Paul","416-675-1110","","Machinery, Equip. & Supplies Agents & Brokers","8"
"426","Royal Kitchen Cabinets Ltd","975 Weston  Rd","","M6N 3R4","Gammone","Nick","416-766-6965","","Hardwood Veneer & Plywood Mills","5"
"24276","Royal Laser Tech Corporation","25 Claireville Drive","","M9W 5Z7","Lee","Albert","416-679-9474","","All Other Misc. Fabricated Metal Product Mfg.","40"
"24273","Royal Mould Technologies Ltd","870 Milner Ave","","M1B 5N7","Neira","Angel","416-284-2840","","Rubber & Plastics Industry Machinery Mfg.","13"
"24714","Royale Aluminum Products","6 Millport Dr","","M9L 1A9","Galuffo","Sal","416-409-2870","","Other Building Material Dealers","4"
"342","Royalpak Inc","1870 Albion Rd","3","M9W 5T2","Orofiamma","Joseph","416-746-4226","","Soap & Cleaning Compound Mfg.","8"
"22939","Royalyork Cleaners","1500 Royal York Rd  ","8","M9P 3B6","Jung","Jaesoo","416-240-8858","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"25117","Rudolph's Bakeries","390 Alliance Ave","","M6N 2H8","Read","David","416-763-4315","79","Commercial Bakeries & Frozen Product Mfg.","130"
"24837","Rush Pallet And Crates Ltd","733 Huxley Road","","M9M 3B4","Virk","Teja","416-679-8522","","Wood Container & Pallet Mfg.","12"
"22189","Russell Cleaners","576 St Clair Ave W","","M6C 1A6","Farrenkopf","Elizabeth","416-651-8159","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"22612","Rust Check Center","2305 Markham Road","22","M1B 2W3","Chin","Charmaine","416-754-2128","","Coating, Engraving & Heat Treating Activities","4"
"21888","Ruwan's Cake Art","2201 Brimley Rd  ","5","M1S 4N7","Jayakody","Ruwan","416-297-8744","","Commercial Bakeries & Frozen Product Mfg.","6"
"146","Ryan Odette Ltd","1498 Dundas St  W","","M6K 1T5","Lasiuk","Margaret","416-532-5965","","Funeral Homes","7"
"24708","Ryder Logistics And Transp","39 Comstock Road","","M1L 2G6","White","Amy","281-647-8900","3","Truck, Utility Trailer & RV Rental & Leasing","12"
"22757","Ryding Auto Body","1107 Castlefield Avenue","","M6B 1E8","Delorenzo","Zoe","416-787-6174","","Automotive Body, Paint & Interior R&M","12"
"24583","Rytech XRay Inc","1110 Birchmount Rd","25","M1K 5G7","Harduwar","Kam","416-752-8259","","All Other Prof., Scientific & Tech. Services","3"
"25197","Rytech Xray Inc","1110 Birchmount Rd","25","M1K 5G7","Harduwar","Kam","416-752-8259","","Electronic & Precision Equipment R&M","4"
"24847","S B Pallets Ltd","1300 Ellesmere Rd","","M1P 2X9","Kones","Vijay","416-615-0959","","Other Millwork","18"
"24969","S P Flex Circuit Ltd","105 Ironside Crescent","","M1X 1G2","Patel","Suresh","416-298-6877","227","Computer & Peripheral Equipment Mfg.","30"
"23079","S S Diesel Service","82 North Queen Street","","M8Z 2C9","Uthayakumar","Rajaratnam","416-233-0600","","Automotive Exhaust System Repair","2"
"23514","S&C Electric Canada Ltd","90 Belfield Rd","","M9W 1G4","HIGGINS","KEITH","416-249-9171","3279","Switchgear, Relay & Industrial Control Mfg.","320"
"24640","SA Armstrong Ltd","23 Bertrand Ave","","M1L 2P3","Popa","Michael","647-792-0681","492","Pump & Compressor Mfg.","299"
"407","SAE Power Company","1810 Birchmount Road","","M1P 2H7","Harms","Ruth","416-298-0560","257","All Other Electrical Equip. & Component Mfg.","53"
"25236","SAMMY'S SERVICE CENTRE","2114 YONGE STREET","","M4S 2A5","KOUNDOUROS","SAVVAS","416-489-1361","","Automotive Parts & Accessories Stores","14"
"24141","SAN Steel Fabricating Ltd","250 Sparks Avenue","","M2H 2S4","Grant","David","416-285-7744","24","Stamping","22"
"25239","SHEPPARD AUTOPRO LTD","4730 Sheppard Ave East","15-16","M1S 3V6","JI","WEI","416-888-3888","","General Automotive Repair","3"
"503","SI GroupCanada Ltd","319 Comstock Road","","M1L 2H3","Densmore","John","416-757-0728","","Resin & Synthetic Rubber Mfg.","4"
"24163","SJ Poultry Processing Ltd","60 Nugget Ave","11","M1S 3A9","Zeng","Edwin","647-401-3636","","Poultry Processing","5"
"25187","SJD Printing Inc Oa Print Three","20 York Mills Rd","127","M2P 2E3","Dugal","Denise","413-733-9900","","Digital Printing","3"
"24892","SPEE Dee","3590 St Clair Ave East","","M1K 1M2","Georgiou","Zeno","416-265-6800","","Other Support Activities for Transportation","1"
"22759","SPI Screen Printing Inc","186 Bartley Drive","5","M4A 1E1","Burdi","Sam","416-285-6106","","Commercial Screen Printing","2"
"22540","SPSPHIN Limited","440 Tapscott Road","15","M1B 1Y4","Edwards","Chris","416-298-2170","","All Other General-Purpose Machinery Mfg.","10"
"25157","SSAB Central Inc","1051 Tapscott Road","","M1X 1A1","Sanicola","Thomas","563-381-5584","","Iron & Steel Pipes & Tubes Mfg.","35"
"24277","SSP Group International Inc","50 Fasken Drive","9","M9W 1K5","Skrypka","Ihor","416-675-2062","","All Other Plastic Product Mfg.","10"
"25058","ST LAWRENCE CLEANERS","123 Front St E","1","M5A 1E3","KWON","BYUNG JAE","416-362-1739","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"25125","STIM Canada Inc","85 Toro Road","","M3J 2A4","Rezaei","Eddie","416-636-4584","232","Semiconductor & Electronic Component Mfg.","35"
"23388","Saad's Garage","130 Lepage Crt","2","M3J 3J1","Saad","Elie","416-398-1211","","General Automotive Repair","1"
"24258","Saand Inc","250 Brockport Drive","","M9W 5S1","Garvey","Peter","416-679-2375","","Glass Product Mfg. from Purchased Glass","200"
"25139","Saand Rexdale","355 Attwell Drive","","M9W 5C2","Newman","Tony","416-990-2944","","All Other Miscellaneous Mfg.","100"
"23303","Sabina Coin Laundry Dry Cleaning","3685 Keele St","10","M3J 3H6","Kumar","Tony","647-856-5251","","Coin-Operated Laundries & Dry Cleaners","1"
"22340","Safedesign Apparel Ltd","34 Torlake  Crescent","","M8Z 1B3","Andric","Mirka","416-253-9122","","Clothing & Clothing Accessories Whl.","11"
"119","Saint Cinnamon Bake Shop","1 Yorkgate Blvd","122","M3N 3A1","Kim","Hyo Jeong","416-650-9209","","Limited-Service Eating Places","3"
"223","Salflex Polymers","1925 Wilson Ave","","M9M 1A9","Sorrentino","Enzo","416-246-1782","","Custom Compounding of Purchased Resins","40"
"372","Salient Design Exhibits Inc","6 Banigan Drive","","M4H 1E9","Bain","Trevor","416-461-6888","22","All Other Misc. Wood Product Mfg.","6"
"22058","Salim's Auto Repair Inc","1487 Queen St E","","M4L 1E4","Bhanji","Salim","416-463-4439","","General Automotive Repair","3"
"24225","Salmon Industries Ltd","120 Midwest Rd","9","M1P 3B2","MacMillan","Linda","416-752-6468","","All Other Misc. Fabricated Metal Product Mfg.","7"
"25047","Sam Auto Body","172 Toryork Drive","Unit 9","M9L 1X8","Wlartey","Sam","647-428-6837","","Automotive Body, Paint & Interior R&M","1"
"23311","Sam Auto Service","90 Hymus Rd","8","M1L 2C9","Shehata","Hesham","416-759-4901","","General Automotive Repair","1"
"23778","Sam Ingraldi Service Centre","2888 BLOOR ST W","","M8X 1B5","Ingraldi","Sam","416-233-8823","","Other Gasoline Stations","11"
"22075","Samosa and Sweet Factory","1850 Albion Road","7","M9W 6J9","Sandhu","Harpal","416-213-1165","223","Non-Chocolate Confectionery Mfg.","24"
"24964","Sana Printing Inc","109 Woodbine Downs Blvd","12","M9W 6Y1","Ali","Ghazanfar","416-741-2228","","Quick Printing","3"
"23289","Sanctuary Park Cemetery And Cremation Centre","1570 Royal York Rd","","M9P 3C3","Cochrane","Jeramy","416-231-1462","","Cemeteries & Crematoria","6"
"24828","Sandro Railings","100 Saint Regis Cres S","7","M3J 1Y8","Micieli","Joe","416-636-0916","","Head Offices","1"
"25220","Sandro Railings","100 Saint Regis Crescent South","7","M3J 1Y8","Micieli","Joe","416-636-0916","","All Other Whl.","1"
"25478","Sandro Railings","100 St Regis Crescent S","7","M3J 1Y8","Micieli","Joe","416-636-0916","","Holding Companies","1"
"45","Sanilabs","90 Turbine Drive","10","M9L 2S2","De Fields","Scott","416-744-0040","","Soap & Cleaning Compound Mfg.","3"
"527","Sanofi Pasteur","1755 Steeles Avenue West","","M2R 3T4","Simpson","Nancy","416-667-2700","","Pharmaceutical & Medicine Mfg.","1200"
"24188","Sapa Canada Inc Casthouse","7 Alloy Court","","M9M 2A2","Kassam","Shama","416-743-1080","5274","Non-Ferrous Foundries (except Die-Casting)","53"
"211","Sasco Tubes Roll Forming Inc","777 Fenmar Drive","","M9L 1C8","Gordon","Michael","416-742-6140","320","Cold-Rolled Steel Shape Mfg.","35"
"241","Satin Finish Hardwood Flooring","8 Oak Street","","M9N 1R8","Prydatok","Eric","416-747-8180","","Other Millwork","170"
"605","Satin Finish Hardwood Flooring","15 Fenmar Drive","","M9L 1L4","Prydatok","Eric","416-747-8180","","Other Millwork","110"
"24773","Save Energy Lighting Ltd","499 Champagne Drive","","M3J 2C6","Cohen","Miriam","416-638-7991","","Lighting Fixture Mfg.","3"
"17","Saxon Chocolates","21 Colville Rd","","M6M 2Y2","De Greef","Johan","416-675-6363","","Confectionery Mfg. from Purchased Chocolate","50"
"22042","Scan Diagnostics Inc","3030 LAWRENCE AVE E","303","M1P 2Y7","Roth","Paul","416-893-4313","","Medical & Diagnostic Laboratories","3"
"25120","Scarboro Machine Tool Inc","191 NUGGET AVE","26","M1S 3B1","PERSAUD","DAVE","416-896-3165","","Machine Shops","1"
"24667","Scarboro Pump Mfg Co Ltd","49 Crockford Blvd","","M1R 3B7","Bernier","Richard","416-752-1331","","Pump & Compressor Mfg.","9"
"24646","Scarboro Steel Works Inc","102 Manville Rd","","M1L 4J1","Xhuveli","Tony","416-751-5033","","Structural Steel & Precast Concrete Erection","1"
"23365","Scarborotown Dodge Chrysler","4960 Sheppard Ave E","","M1S 4A7","Kirk","Rick","416-298-7600","","Automotive Body, Paint & Interior R&M","7"
"22992","Scarborough Coin Laundry","1260 Kennedy Road","","M1P 2L3","Raponi","Mario","905-424-2697","","Coin-Operated Laundries & Dry Cleaners","1"
"153","Scarborough Nissan","1941 Eglinton Ave East","","M1L 2M4","Sgro","Nick","416-751-3511","230","General Automotive Repair","40"
"22606","Scarborough Retirement Residence","148 Markham Road","","M1M 2Z8","Green","Harold","416-264-3566","","Other Activities Related to Real Estate","70"
"24099","Scarborough Starters and Alternators","1940 Ellesmere Rd","12","M1H 2V7","Nazari","Gorgin","416-438-0510","","Machine Shops","7"
"23362","Scarborough Toyota","1897 Eglinton Ave E","","M1L 2M6","Seagrove","Chris","416-751-1530","","Automotive Body, Paint & Interior R&M","18"
"23502","Scepter Corporation","170 Midwest Road","","M1P 3A9","Villers","Don","416-751-9445","314","All Other Plastic Product Mfg.","280"
"160","Schneider Power Inc","49 Bathurst St","101","M5V 2P2","Schneider","Thomas","416-847-3724","","Electric Power Distribution","9"
"25299","Schuller Machine And Tool Ltd","10 Skagway Ave","","M1M 3V1","Schuller","John","416-261-7131","","Machine Shops","8"
"22193","Scigiene Corporation","1295 Morningside Avenue","16-17","M1B 4Z4","Wright","Douglas","416-261-4865","","Measuring, Medical & Controlling Devices Mfg.","6"
"186","Sealy Canada Ltd","145 Milner Avenue","","M1S 3R1","Ryerson","Rick","416-332-4807","","Mattress Mfg.","156"
"23876","Security Mirror Industries Limited","69 Densley Avenue","","M6M 2P5","Hunak","George","416-244-3393","","Glass Product Mfg. from Purchased Glass","10"
"488","Select Food Products Ltd","120 Sunrise Avenue","","M4A 1B4","Hendow","Ghalib","416-759-9316","254","Seasoning & Dressing Mfg.","135"
"385","Selectone Paints Ltd","30 Gail Grove","","M9M 1M4","Chan","Theresa","416-742-8881","228","Paint & Coating Mfg.","15"
"22878","Senior Custom Upholstering And Furniture Limited","119 Oakdale Rd","","M3N 1W2","Senior","Jack","416-744-5058","","Upholstered Household Furniture Mfg.","7"
"25076","Sentinel Coin Laundry","2528 Jane Street","","M3L 1S1","Liu","Amy","647-338-8889","","Coin-Operated Laundries & Dry Cleaners","1"
"22983","Seven Day Coin Laundry","8 Bradstock Rd","","M9M 1M8","Kim","Tricia Hyoyoung","416-712-4050","","Coin-Operated Laundries & Dry Cleaners","2"
"96","Sevencontinents","945 Wilson Ave","One","M3K 1E8","Draper","Rob","416-784-3717","244","All Other Miscellaneous Mfg.","100"
"22557","Shalom Cleaners","500 Glencairn Ave","4a","M1L 4J5","Nguyen","Van Long","416-409-1770","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"24151","Sharlene's Wash Land","4410 Kingston Rd","11","M1E 2N5","Xie","Nelson","416-726-5468","","Coin-Operated Laundries & Dry Cleaners","2"
"23206","Sharon Express Printing","620 Supertest Road","21","M3J 2M5","Gold","Jeff","416-661-4777","","Other Printing","9"
"22299","Sharon O'Dowd Antiques And Custom Furniture","1200 Castlefield Avenue","","M6B 1G2","O'Dowd","Sharon","416-322-0927","","Other Wood Household Furniture Mfg.","6"
"23188","Sharonelle","1177 Finch Ave W","7","M3J 2E9","Raiczyk","Shay","416-661-5642","","Toilet Preparation Mfg.","5"
"23083","Shasha Bread Company Bread Facility","10 Plastics Avenue","","M8Z 4B7","Cordova","Consuelo","416-255-0416","223","Commercial Bakeries & Frozen Product Mfg.","8"
"23072","Shasha Bread Company Cookie Facility","20 Plastics Avenue","","M8Z 4B7","Cordova","Consuelo","416-255-0416","223","Cookie & Cracker Mfg.","20"
"24085","ShawCor Ltd CRD","25 Bethridge Road","","M9W 1M7","Steiner","Kathy","416-743-7111","","R&D in the Physical, Eng. & Life Sciences","25"
"24114","ShawCor Ltd Shawflex","25 Bethridge Road","","M9W 1M7","Galesanu","Dan","416-744-5810","","Communication & Energy Wire & Cable Mfg.","92"
"22039","Shehirian Bulgor Inc","375 Midwest Road","","M1P 3A6","Shehirian","Vartan","416-757-9495","","All Other Food Mfg.","5"
"24903","Shelf Help Inc","2360 Midland Avenue","1","M1S 1P8","Mandelbaum","Mark","416-464-7900","","Other Wood Household Furniture Mfg.","6"
"23191","Shelmac Brand Products Inc","1289 Caledonia Road","","M6A 2X7","Offman","Philip","416-787-1825","2","All Other Food Mfg.","13"
"25354","Sheppard Plaza Cleaners","640 Sheppard Ave W","","M3H 2S1","Park","Pyungick","416-635-1046","","Carpet & Upholstery Cleaning Services","3"
"25170","Sheppard Wine Works","187 Sheppard Ave East","","M2N 3A8","Arnold","Russ","416-225-7843","","Wineries","1"
"23135","Sher Plastic Blowmoulders Inc","500 Coronation Drive","3","M1E 4V7","Shaw","Ali","416-724-1789","","Plastic Bottle Mfg.","12"
"24402","Shergroup Textiles Ltd","335 Champagne Dr","","M3J 2C6","Desai","Yashwant","416-787-0002","","Piece Goods, Notions & Other Dry Goods Whl.","8"
"22259","Sheridan DryCleaners","1131 College St","Main","M6H 1B5","Nguyen","Duc","416-531-3895","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"23786","Sherritt International Corporation","1133 Yonge Street","","M4T 2Y7","Rana","Himalaya","416-935-2420","","Other Support Activities for Mining","92"
"23031","Sherview Auto Body Ltd","59 Chauncey Ave","","M8Z 2Z2","Lawen","Gassan","416-233-1337","","Automotive Body, Paint & Interior R&M","1"
"22832","Sherway Automotive Ltd","155 Norfinch Drive","2","M3N 1Y2","Muhammad","Ali","416-663-5431","","General Automotive Repair","3"
